variant	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
272	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
273	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1
274	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
275	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
276	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1
277	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
279	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
280	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
281	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
282	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
283	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
284	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1
285	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
287	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0
288	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
289	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
290	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
291	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
292	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
293	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
295	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
296	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
297	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0
298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
299	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
301	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1
302	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
303	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
304	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
305	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0
306	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0
307	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
308	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
309	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
310	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
311	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
312	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
313	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
314	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
315	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
316	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
317	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
318	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
319	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
320	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
321	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
322	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
323	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1
324	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
325	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
326	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0
327	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
328	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1
329	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
331	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
332	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
335	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0
336	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
338	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
339	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1
